feature11381,feature11351,feature2080,feature4638,feature3307,feature467,feature10684,feature4789,feature624,feature7526,feature11497,feature8373,feature7136,feature4255,feature4585,feature7590,feature3827,feature4779,feature6193,feature7960,feature1906,feature6592,feature4288,feature9666,feature839,feature10380,feature1627,feature3538,feature4568,feature4678,feature9870,feature11207,feature2075,feature2785,feature1109,feature5199,feature738,feature10200,feature6410,feature7421,feature850,feature6583,feature6466,feature8795,feature10685,feature7991,feature9583,feature4268,feature10008,feature9599,feature3565,feature2280,feature3905,feature8764,feature7950,feature7952,feature5722,feature7349,feature306,feature3450,feature6108,feature5773,feature9363,feature10163,feature6046,feature8927,feature5096,feature8152,feature8934,feature7226,feature10968,feature7359,feature1518,feature435,feature10472,feature4373,feature2217,feature4850,feature8508,feature117,feature5512,feature6337,feature9309,feature7970,feature7858,feature8172,feature11400,feature10449,feature3481,feature11155,feature2647,feature6753,feature1725,feature10522,feature2929,feature9521,feature11605,feature2999,feature308,feature2508,feature1084,feature9364,feature1867,feature9746,feature8779,feature7101,feature6449,feature211,feature5700,feature2447,feature10769,feature8294,feature3782,feature2802,feature5396,feature332,feature2662,feature11168,feature4282,feature7957,feature8684,feature4077,feature819,feature4840,feature2085,feature8753,feature4480,feature9448,feature38,feature7604,feature722,feature9916,feature9104,feature11724,feature8286,feature9607,feature2069,feature8651,feature6186,feature11373,feature9548,feature8440,feature8840,feature734,feature4305,feature3474,feature4630,feature8568,feature3602,feature1722,feature6784,feature10914,feature10314,feature3372,feature9579,feature8756,feature9611,feature1956,feature10746,feature3543,feature1593,feature4276,feature9578,feature7955,feature9042,feature5421,feature8989,feature10696,feature8469,feature8757,feature6219,feature3101,feature2419,feature1430,feature4956,feature268,feature7351,feature130,feature5241,feature886,feature769,feature8514,feature2091,feature7895,feature8020,feature8207,feature7014,feature155,feature10776,feature5854,feature3316,feature7805,feature10573,feature7444,feature5280,feature4713,feature6137,feature7221,feature5694,feature5718,feature10881,feature9930,feature7767,feature7845,feature6498,feature143,feature8287,feature32,feature7801,feature2622,class
0,0,-0.976317,0,0,0,0,0,0,0,0,0,0.004115,0,0,0,0,0.004115,0.004115,0,0,0.004115,0,0.004115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502548,0,0,0,0,0,0.004115,0.00823,0,0,16.942529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37ae912
0,6,-0.711571,0,0,0.009259,0.00463,0.00463,0.00463,0.00463,0,0,0.00463,0,0,0,0,0.00463,0.018519,0,0,0.00463,0,0,0,0,0,0,0,0,0.009259,0,0,0,0.00463,0,0,0,0,0,0,0,0,0,0,0.013889,0,0,0.442413,0,-0.077932,0.2,0,0,0.00463,0.013889,0,0,27.206897,0,0,0,0,0,0,0,0.0625,0.00463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005663,0.1,0,0,0,0,0,0.014925,0.014925,0.000735,0.000845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735612658
0,0,-2.024622,0.015075,0.002513,0.005025,0.002513,0.002513,0.002513,0.002513,0.037037,1,0,0.033333,0.00047,-3.615132,0.002513,0,0,0,0.007538,0,0.002513,0,0.002513,0.01005,0,0,0.002513,0.017588,0.005025,6,2,0.002513,0.002513,0.002513,1,0.002513,0,0.005025,0.005025,0,0.002513,0,0.002513,0,0.1,0.081544,0.154771,0.002513,0,0,0,0.002513,0,0.055276,0.005025,0.074074,25.714286,0.002513,0.005025,0,0,0,0.002513,0,0,0,0,0.002513,0.002513,0,0,0,0,0,0.002513,0,0,0.1,0.161849,0.002513,0,0,0,0,0.002513,0.002513,0,0,0,0,0,0.002513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005663,0.1,0,0,0,0,0,0.033333,0.033333,0.001641,0.001888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0.002513,0.002513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002513,0,0,0,0,0,0,0,0,0,0,A.Grishchenko
0,11,-2.038579,0.010593,0.004237,0.006356,0.006356,0.002119,0.002119,0.004237,0.076923,1,0.002119,0.015038,0.000212,-3.489412,0,0.006356,0.004237,0,0.002119,0.002119,0,0,0,0.002119,0,0,0.002119,0.004237,0.002119,0,2,0,0.002119,0.002119,1,0,0,0.002119,0,0,0,0,0,0.006356,0.052632,0.042918,0.157078,0.002119,-0.020508,0.052632,0,0,0.002119,0.029661,0.004237,0.076923,19.796875,0,0,0,0,0,0.002119,0,0,0,0,0.002119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298,0.052632,0.002119,2,0,0,0,0.007519,0.007519,0.00037,0.000426,0,0,0,0.002119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11154,0.052632,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0.002119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACube
0,0,-2.01409,0.016588,0.009479,0,0,0,0,0,0.137931,0,0.00237,0.043478,0.000614,-5.727662,0.00237,0,0,0,0.004739,0,0,0,0.00237,0.007109,0,0,0.004739,0.021327,0.00237,8,2,0.00237,0.00237,0.00237,1,0.00237,0.00237,0.004739,0,0.00237,0,0,0,0,0.037037,0.030202,0.139571,0.00237,0,0,0,0.00237,0,0.052133,0.004739,0.068966,20.929577,0,0.004739,0,0,0,0,0,0,0,0,0.004739,0,0.00237,0,0,0,0.00237,0,0,2,0.037037,0.059944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0,0.076684,0.037037,0,0,0.00237,0,0,0,0,0.014218,0,0,0,0,0,0,0,0,0,2,0.095408,0.037037,0,0,0.002097,0.037037,0,0,0,0,0,0.01087,0.01087,0.000535,0.000616,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AHA
0,9,-1.37709,0.011628,0,0.005814,0.002907,0.002907,0.002907,0.002907,0,1,0.002907,0,0,-2.891694,0.002907,0,0,0,0.002907,0.002907,0.002907,0,0,0.002907,0,0,0,0.014535,0.002907,0,0,0,0.002907,0.002907,0,0.002907,0,0,0,0,0,0,0,0.011628,0,0,0.281214,0,-0.040309,0.103448,0,0,0,0.02907,0,0,15.913043,0,0,0,0,0,0.002907,0,0.117647,0.005814,0,0.002907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953,0.034483,0,0,0,0,0,0.007299,0.007299,0.000359,0.000413,0,0,0,0.002907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0.002907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AHdoc
0,4.5,-1.438545,0,0,0.005814,0.002907,0.002907,0.002907,0.002907,0,0,0,0,0,0,0,0,0.002907,0,0.002907,0,0.002907,0,0,0.008721,0,0,0,0.008721,0,0,0,0,0.002907,0,0,0,0,0.002907,0.005814,0,0,0,0.002907,0.008721,0,0,0.230565,0,-0.03711,0.095238,0,0,0,0.008721,0,0,30.955556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002697,0.047619,0,0,0,0,0,0.015873,0.015873,0.000782,0.000899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIQINGXING
0,0,-3.367296,0,0,0.012739,0.006369,0.006369,0.006369,0.006369,0,1,0.006369,0,0,-2.936513,0,0.006369,0.025478,0,0,0.006369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079903,0,0,0,0,0,0.006369,0.019108,0,0,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809,0.142857,0,0,0,0,0,0.04,0.04,0.00197,0.002265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Abscp
0,0,-1.873842,0,0,0,0,0,0,0,0,1,0,0,0,-2.751083,0,0.003759,0.007519,0,0,0,0,0.003759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003759,0,0,0,0.003759,0,0,0,0.225585,0,0,0,0,0,0.003759,0.003759,0,0,20.72093,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011278,0,0,0,0,0.047619,0.079035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AdrianKuegel
6,0,-1.326343,0,0.006452,0,0,0,0,0,0.071429,0,0.006452,0.013333,0.000188,0,0,0,0.006452,0.019355,0.006452,0.006452,0.006452,0,0,0,0.117647,-0.084455,0.006452,0,0.006452,0,0,0,0.006452,0,1,0,0,0,0,0,0,0,0,0,0,0,0.241237,0,0,0,0,0,0,0.045161,0.012903,0.142857,23.153846,0,0,0,0,0,0,0,0,0,0,0.006452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006452,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0.112326,0,0,0,0,0,0.003331,0.058824,0,0,0,0,0,0.013333,0.013333,0.000657,0.000755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0.012903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AekdyCoin
0,0,-1.132426,0,0,0.012987,0.006494,0.006494,0.006494,0.006494,0,0,0.006494,0,0,0,0,0.006494,0.006494,0,0.006494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31401,0,0,0,0,0,0.006494,0.025974,0,0,21.76,0,0,0,0,0,0,0,0.083333,0.006494,0,0,0.006494,0,0,0,0,0,0,0,0,0,0,0.006494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007079,0.125,0,0,0,0,6.5,0.041667,0.041667,0.002052,0.00236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650672,0.25,0,0,0.025974,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AguL
0,0,-0.766478,0,0,0,0.013072,0,0,0,0,0,0,0,0,0,0,0.006536,0.026144,0,0,0,0,0.006536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006536,0,0,0,0.006536,0,0,0,0.469438,0,0,0,0,0,0.006536,0.006536,0,0,18.212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ahyangyi
