feature6766,feature6739,feature2332,feature2292,feature8471,feature3092,feature12293,feature3571,feature11087,feature412,feature13253,feature10539,feature9006,feature9551,feature5935,feature11538,feature5820,feature2126,feature626,feature11458,feature10277,feature13252,feature10928,feature653,feature9393,feature5385,feature11364,feature7107,feature537,feature944,feature12924,feature6928,feature2059,feature3525,feature5598,feature7052,feature954,feature7007,feature12374,feature6127,feature5054,feature13414,feature5204,feature1311,feature7103,feature9133,feature7118,feature5361,feature10562,feature13390,feature3960,feature3352,feature11700,feature972,feature3436,feature2733,feature6638,feature10900,feature11212,feature7077,feature11402,feature381,feature3496,feature5627,feature2450,feature11630,feature19,feature4292,feature6954,feature382,feature1572,feature11365,feature6029,feature8933,feature3852,feature2776,feature3347,feature1894,feature11674,feature5322,feature12884,feature4495,feature12881,feature822,feature8981,feature7977,feature10915,feature9703,feature180,feature8476,feature10846,feature3319,feature5534,feature9770,feature9064,feature10862,feature1984,feature4247,feature12955,feature10664,feature7057,feature7765,feature7849,feature2436,feature7521,feature146,feature11647,feature9722,feature366,feature10460,feature10467,feature9643,feature7466,feature3946,feature3564,feature9897,feature4353,feature3804,feature1400,feature7117,feature5642,feature4173,feature11474,feature8526,feature1520,feature11994,feature11229,feature6484,feature9143,feature2846,feature11745,feature9134,feature7621,feature6073,feature12709,feature4758,feature6332,feature244,feature7906,feature1565,feature8785,feature5738,feature892,feature6898,feature10247,feature2790,feature3862,feature8921,feature6062,feature3675,feature11850,feature2430,feature83,feature12262,feature11314,feature2959,feature4432,feature5898,feature6800,feature5823,feature6760,feature4327,feature2376,feature12912,feature3416,feature13064,feature11433,feature2802,feature113,feature4541,feature7244,feature3419,feature4859,feature5593,feature3520,feature11311,feature4265,feature8468,feature13142,feature10697,feature2508,feature7115,feature7902,feature7100,feature3711,feature792,feature2646,feature10773,feature1095,feature8464,feature2914,feature11779,feature2031,feature1413,feature11349,feature11366,feature343,feature888,feature9388,feature5499,feature13278,feature6937,feature10021,feature3624,feature2120,feature2868,feature3359,feature4781,feature12063,feature7288,feature2151,feature10155,feature11058,feature2686,feature355,feature7867,feature967,feature11705,feature12961,feature10217,feature3673,feature920,feature2866,feature4974,feature895,feature2079,feature5317,feature2455,feature6607,feature1617,feature11833,feature9828,feature10245,feature10246,feature10254,feature4164,feature1505,feature619,feature2908,feature1921,feature9381,feature1926,feature7926,feature12783,feature7948,feature7950,feature4860,feature6809,feature1210,feature10686,feature2184,feature6816,feature5815,feature7489,feature12138,feature9314,feature5008,feature2275,feature7692,feature13066,feature1874,feature5449,feature4903,feature5307,feature10946,feature406,feature8031,feature12758,feature5209,feature9176,class
5,7.4,-2.847135,0.002048,0.000878,0.000878,0.000585,0.000293,0.000293,0.000585,0.000293,0.000585,2.909091,1,-2.69165,0,0.000293,0,0.00117,0.001292,0.00158,0,0.001755,0,0.000585,0,0.000878,0.006144,0.000293,0.001755,0.001755,0.000585,0,0.027276,0.028529,0.003511,12,0.000293,0.000293,0.000293,0.000293,0,0.001754,0.000585,0.000293,0.000293,0.004096,1,0.000293,0.000293,0,0,0,0,0.001755,0.001755,0.000585,0.00117,0.00117,0.001755,0.115522,23.936508,0.005394,0.007508,0,0.000293,0.002048,0.002048,0.000585,0.000293,0,0.004389,0,0,0,0,0.00117,0.00117,0.000293,0,0,0.003218,0.000293,0.002048,0.002048,0.000585,0.006429,0.002584,0.002584,2,0.006429,1,0,0.000293,0,0.001463,0.001463,0,0,0.000585,0.03072,0.018129,0.000293,0.000293,0,0.000293,0.001502,0.002642,0,0,0,0,0,0,0.000293,0.000293,0.000293,0.001502,0.000103,0.000585,0,0,0,0.000293,0.000293,0.000431,0.000585,0.000431,0.000029,0.000029,0,0,0.000585,0,0,0.000293,0,0.000293,0.000878,0,0,0.000293,6.333333,0.000293,0,0,0,0,0.00117,0.000293,0,0,0.00117,0.000585,0.000585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000293,2,1,3,0,0,0,0,0,0.000585,0.000585,0.000585,0,0,0,0,0,0.000878,0,0,0.016102,0.004505,0,0.000293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000293,0,0.000293,0,0,0,0,0,0,0,0,0,0,0,0,0.000293,0,0,0.000293,0.000293,0.000293,0,0,0,0.000585,0.000585,0.000585,0.000585,0,0,0.005214,0.001502,0,0.000293,0.000585,0.000585,0.000585,0.000585,0.000293,0.000293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,acrush
0,0,-0.723143,0,0,0,0.001157,0,0.001157,0,0.001157,0.000579,0,0,0,0,0.001736,0,0.005787,0,0,0,0,0.000579,0,0,0,0.001736,0,0,0,0,0,0,0,0.002894,0,0,0,0,0,0,0,0.000579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003472,0.46257,23.585586,0,0,0,0,0.004051,0.004051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000579,0,0,0.001157,0,0,0,0,0,0,0,0,0.00463,0,0,0,0,0,0.04919,0,0,0,0,0,0,0,0,0,0,0,0.000579,0,0.000579,0.000579,0,0.027027,0.001847,0,0,0,0,0.000579,0.000579,0.008065,0.011494,0.008065,0.000551,0.000551,0,0,0,0,0,0,0,0,0.001157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0.001157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alberist
0,0,-1.653071,0,0,0,0,0,0,0,0,0.00431,0,0,-3.623674,0,0.006466,0,0.00431,0,0,0,0,0.00431,0,0,0,0,0.002155,0,0,0,0,0,0,0.00431,0,0.002155,0.002155,0.002155,0.002155,0,0,0.00431,0,0.002155,0,0,0,0,0,0,0,0,0,0,0.00431,0,0.005556,0,0.203726,21.084211,0,0,0,0.002155,0,0,0,0.002155,0,0.002155,0,0,0,0,0,0,0.002155,0,0,0.002155,0,0.002155,0.002155,0.002155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005556,0.010776,0.027778,0.002155,0.002155,0,0.002155,0,0,0,0,0,0,0,0,0.002155,0.002155,0,0.016129,0.001102,0,0,0,0,0.002155,0.002155,0.004329,0.005556,0.004329,0.000296,0.000296,0,0,0,0,0,0.002155,0,0.002155,0,0,0,0.002155,0,0.002155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37ae912
0,0,-1.854205,0.017143,0.004286,0.004286,0.011429,0.005714,0.005714,0.005714,0.005714,0.001429,0,1,-3.066889,0,0.004286,2,0.005714,0.020134,0.024628,0,0,0.004286,0,0.005714,0.024286,0,0.001429,0,0,0,0,0,0,0.002857,0,0.001429,0.001429,0,0.001429,0.005714,0,0.001429,0.002857,0.001429,0.001429,1,0.001429,0.001429,0,0.001429,0.03484,0.019608,0,0,0.001429,0,0.010101,0,0.188383,19.921053,0,0,0.001429,0.001429,0.011429,0.011429,0,0.001429,0,0.001429,0,0,0,0,0.005714,0.005714,0.001429,0.004286,0,0.002857,0.001429,0,0,0,0,0,0,0,0,0,0,0,0.001429,0.005714,0.005714,0,0,0,0.047143,0.030303,0.001429,0.001429,0,0.001429,0,0,0,0,0.001429,0.001429,0.004286,0,0.001429,0.001429,0,0.019608,0.00134,0.001429,0,0,0.001429,0.001429,0.001429,0.006711,0.010101,0.006711,0.000459,0.000459,0,0,0,0.001429,0,0.001429,0.005714,0.001429,0,0,0,0,0,0.001429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0.019608,0.001429,2,0.056151,0,0,0,2,1,3,0.039216,0.125223,0,0,0,0,0,0,0.005714,0,0,0.001429,0.001429,0,0.001429,0,0,0,0,0,0,0,0,0,0,0.010101,0.010101,2,0.010101,0.051845,0.019608,0,0,0,0,0.001429,0,0,0,0,0,0,0.005714,0,0,0,0,0,0,0,0,0,0,0.001429,0,0,0,0.005714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010101,0,AguL
3.666667,0,-1.464906,0.017274,0.005758,0.005758,0.003839,0.001919,0.001919,0.001919,0.001919,0.001919,2.8,0,0,0,0.005758,2.5,0.005758,0.019231,0.023523,0,0,0.005758,0,0,0,0.011516,0.001919,0.003839,0.003839,0,0,0.108239,0.113208,0.007678,0,0.001919,0.001919,0.001919,0.001919,0,0,0.001919,0.003839,0.001919,0.001919,1,0,0,0,0.003839,0.067051,0.037736,0.003839,0.003839,0,0,0.008333,0,0.215794,24.68254,0,0,0.001919,0,0.003839,0.003839,0,0,0,0.001919,0,0,0,0,0.003839,0.003839,0,0,0,0.001919,0,0.005758,0.005758,0,0.031896,0.012821,0.012821,2,0.031896,1,0.009597,0,0.001919,0,0,0.001919,0,0,0.067179,0.016667,0,0,0,0.001919,0,0,0,0,0,0.001919,0,0,0.001919,0.001919,0,0.018868,0.00129,0.001919,0,0,0.001919,0.001919,0.001919,0.00641,0.008333,0.00641,0.000438,0.000438,0.001919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016667,0,0,0,0.016667,0,0,0,2,0,0,0,0,0.046054,0.018868,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001919,0,0,0,0,0,0,0,0.008333,0,0,0,2,0,0.049888,0.018868,0,0.003839,0,0.001919,0,0,0,0,0,0,0,0,0,0,0,0,0.001919,0,0,0,0,0,0,0,0.001919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Al.Cash
0,6.5,-0.819373,0.014056,0,0,0.004016,0.002008,0.002008,0.002008,0.002008,0.002008,0,0,0,0,0.006024,0,0.006024,0,0,0,0,0.006024,0,0,0,0,0,0,0,0,0,0,0,0.006024,0,0.004016,0.002008,0,0.002008,0,0,0,0.004016,0.002008,0,0,0,0,0,0,0,0,0,0,0.002008,0.005435,0.005435,0.008032,0.423333,20.578313,0.020528,0.028571,0.002008,0,0,0,0.005435,0.002008,0,0.002008,0.005435,0,0,0,0,0,0,0,0,0.004016,0.002008,0.004016,0.004016,0,0,0,0,0,0,0,0,0,0.002008,0,0,0.002008,0.002008,0,0.028112,0.027174,0.002008,0.002008,0.005435,0,0,0,0,0,0,0.002008,0,0,0.002008,0.002008,0.012048,0.014286,0.000976,0,0,0,0.002008,0.002008,0.002008,0.004049,0.005435,0.004049,0.000277,0.000277,0,0,0.005435,0.002008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.006024,0,0,0,0,Amtrix
6,6.5,-0.230998,0,0,0,0,0,0,0,0,0,0,0,0,0.003571,0,0,0,0,0,0,0.010714,0,0.010714,0.014286,0.025,0.010714,0,0,0,0.006757,0.003571,0.039838,0.041667,0,0,0,0,0,0,0.003571,0.006757,0,0,0.003571,0,0,0,0,0,0,0,0,0,0,0.003571,0.006757,0.006757,0.014286,0.728682,23.068966,0.029937,0.041667,0,0,0,0,0.006757,0,0,0.003571,0.006757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003571,0.027027,0,0,0.006757,0,0,0,0,0,0,0,0,0,0.003571,0.003571,0,0.020833,0.001424,0,0,0,0,0.003571,0.003571,0.005405,0.006757,0.005405,0.000369,0.000369,0,0,0,0,0,0,0,0,0.003571,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.006757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0.006757,0.020833,0.076831,0,0,0,0,0.003571,0,0,0,0,0,0,0.07447,0.020833,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ants
3.875,0,-1.144529,0.007444,0.006203,0.006203,0.002481,0.001241,0.001241,0.001241,0.001241,0,2.75,0,0,0,0.003722,2.5,0.002481,0.014925,0.018256,0.001241,0,0.002481,0,0,0.001241,0.021092,0.001241,0.004963,0.004963,0.003891,0,0.133024,0.13913,0.016129,0,0.001241,0.001241,0.001241,0.001241,0,0.003891,0,0.006203,0.001241,0,1,0.003722,0.003722,0,0.002481,0.030902,0.017391,0.004963,0.004963,0,0,0.003891,0,0.291217,19.776978,0,0,0.001241,0.001241,0.003722,0.003722,0,0.001241,0,0.001241,0,0,0,0,0.004963,0.004963,0.001241,0,0,0.002481,0,0.016129,0.016129,0,0.029706,0.01194,0.01194,2,0.029706,1,0,0,0.001241,0.004963,0.004963,0.002481,0,0,0.042184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001241,0.001241,0.003722,0.008696,0.000594,0,0,0.001241,0,0.001241,0.001241,0.002985,0.003891,0.002985,0.000204,0.000204,0,0,0.003891,0.001241,0,0,0,0,0,0,0.003722,0,0,0,0,0,0,0,0.015564,0.001241,0,0,0.015564,0,0,0,0,0,0,0,7,0,0,0.008696,0.001241,2,0.024902,0.001241,0,0,2,1,3,0.008696,0.027767,0,0,0,0.003891,0.003891,0.007782,0.003722,0,0,0.001241,0.001241,0.001241,0.001241,0,0,0,0,0,0,0,0,0,0,0.003891,0.003891,0,0.003891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007782,0,0,0,0,0,0,0.003891,0.003891,0.003891,0.003891,0,0,0,0,0,0,0.003891,0.003891,0.003891,0.003891,0.001241,0.001241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001241,0,0,0,0,0,a180285
4.5,0,-1.714798,0.012315,0.002463,0.002463,0,0,0,0,0,0.001232,5,0,0,0,0.003695,0,0.003695,0.014388,0.0176,0,0.001232,0,0,0,0,0.004926,0.001232,0.001232,0.001232,0,0,0.04664,0.04878,0.004926,0,0,0.001232,0.001232,0.001232,0,0,0.001232,0,0.001232,0.011084,1,0.001232,0.001232,0,0,0,0,0.001232,0.001232,0,0,0.009804,0,0.178257,23.359223,0,0,0,0.001232,0,0,0,0,0,0.002463,0,0,0,0,0.004926,0.004926,0,0,0,0.002463,0,0.001232,0.001232,0.002463,0.017899,0.007194,0.007194,2,0.017899,1,0.001232,0.002463,0.004926,0,0,0,0,0.009804,0.036946,0.029412,0,0,0,0,0,0,0,0,0,0.001232,0,0,0.001232,0.001232,0,0.02439,0.001667,0,0,0,0,0.001232,0.001232,0.007194,0.009804,0.007194,0.000492,0.000492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001232,0,0,0,0,0,0,0,0,0.002463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003695,0,0,0,0,0,0,0,0.001232,0,0,0,0,0,0,0,0,0.001232,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02439,0.068192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ahri
6,6.5,-0.20282,0,0,0,0,0,0,0,0,0,0,0,0,0.003185,0,0,0.003185,0,0,0,0.009554,0,0.009554,0.006369,0.012739,0.009554,0,0,0,0.012821,0,0.086919,0.090909,0,0,0,0.003185,0,0.003185,0.003185,0.012821,0.003185,0,0.003185,0,0,0,0,0,0,0,0,0,0,0,0.012821,0.012821,0.012739,0.702069,22.436364,0.065317,0.090909,0,0,0,0,0.012821,0,0,0.003185,0.012821,0,0,0,0,0,0,0,0,0.003185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009554,0.051282,0,0,0.012821,0,0,0,0,0,0,0,0,0,0.003185,0.003185,0,0.045455,0.003107,0,0,0,0,0.003185,0.003185,0.010753,0.012821,0.010753,0.000735,0.000735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ankorol
6,0,-1.757858,0.009217,0.002304,0.002304,0,0,0,0,0,0,0,1,-2.743142,0,0.006912,2,0.011521,0.005128,0.006273,0.002304,0,0.004608,0,0,0,0.006912,0.002304,0,0,0.006494,0,0.039025,0.040816,0.006912,8,0,0,0,0,0,0.006494,0.002304,0.004608,0.002304,0.013825,1,0.004608,0.004608,6.5,0.002304,0.036262,0.020408,0,0,0,0,0.006494,0,0.226681,18.85,0,0,0,0,0.006912,0.006912,0,0,0.009217,0.002304,0,0.006494,0.095608,0.040816,0.004608,0.004608,0,0,0.006494,0.004608,0,0,0,0.004608,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0.006494,0.029954,0.032468,0,0.002304,0,0,0.020408,0.035903,0.006494,0.006494,0,0.002304,0,0,0.002304,0.002304,0,0.020408,0.001395,0,0.006494,0,0,0.002304,0.002304,0.005128,0.006494,0.005128,0.000351,0.000351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anrieff
0,0,-1.836923,0.015789,0.003947,0.003947,0.010526,0.005263,0.005263,0.005263,0.005263,0.001316,0,1,-2.978553,0,0.003947,2,0.007895,0.024194,0.029593,0,0,0.003947,0,0.005263,0.031579,0,0.001316,0,0,0,0,0,0,0.009211,0,0.001316,0.001316,0,0.001316,0.005263,0,0.001316,0.002632,0.001316,0.001316,1,0.001316,0.001316,0,0.001316,0.04556,0.025641,0,0,0.001316,0,0.011628,0,0.19457,21.026549,0,0,0.001316,0.001316,0.010526,0.010526,0,0.001316,0,0.001316,0,0,0,0,0.005263,0.005263,0.001316,0.003947,0,0.002632,0.001316,0,0,0,0,0,0,0,0,0,0,0,0.001316,0.005263,0.005263,0,0,0,0.043421,0.034884,0.001316,0,0,0.001316,0,0,0,0,0.001316,0.002632,0.003947,0,0.001316,0.001316,0,0.025641,0.001753,0.001316,0,0,0.001316,0.001316,0.001316,0.008065,0.011628,0.008065,0.000551,0.000551,0,0,0,0.001316,0,0.001316,0.005263,0.001316,0,0,0,0,0,0.001316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0.025641,0.001316,2,0.073428,0,0,0,2,1,3,0.051282,0.163753,0,0,0,0,0,0,0.005263,0,0,0.001316,0.001316,0,0.001316,0,0,0,0,0,0,0,0,0,0,0.011628,0.011628,2,0.011628,0.067797,0.025641,0,0,0,0,0.001316,0,0,0,0,0,0,0.005263,0,0,0,0,0,0,0,0,0,0,0.001316,0,0,0,0.005263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011628,0,AguL
3.666667,0,-1.349709,0.014634,0.004878,0.004878,0.003252,0.001626,0.001626,0.001626,0.001626,0.001626,3.5,0,0,0,0.004878,2.5,0.006504,0.015625,0.019112,0,0,0.004878,0,0,0.00813,0.009756,0.001626,0.003252,0.003252,0,0,0.100643,0.105263,0.009756,0,0.001626,0.001626,0.001626,0.001626,0,0,0.001626,0.003252,0.001626,0.006504,1,0,0,0,0.003252,0.062346,0.035088,0.003252,0.003252,0,0,0.006711,0,0.239398,22.65,0,0,0.001626,0,0.004878,0.004878,0,0,0,0.001626,0,0,0,0,0.003252,0.003252,0,0,0,0.001626,0,0.004878,0.004878,0,0.025916,0.010417,0.010417,2,0.025916,1,0.006504,0,0.001626,0,0,0.001626,0,0,0.056911,0.013423,0,0,0,0.001626,0,0,0,0,0,0.001626,0,0,0.001626,0.001626,0,0.017544,0.001199,0.004878,0,0,0.004878,0.001626,0.001626,0.005208,0.006711,0.005208,0.000356,0.000356,0.001626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013423,0,0,0,0.013423,0,0,0,2,0,0,0,0,0.042822,0.017544,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001626,0,0,0,0,0,0,0,0.006711,0,0,0,5,0,0.092775,0.035088,0,0.004878,0,0.001626,0,0,0,0,0,0,0,0,0,0,0,0,0.001626,0,0,0,0,0,0,0,0.001626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Al.Cash
0,6.5,-0.883079,0.010174,0,0,0.002907,0.001453,0.001453,0.001453,0.001453,0.001453,0,0,0,0,0.00436,0,0.008721,0,0,0,0,0.00436,0,0,0,0,0,0,0,0,0,0,0,0.005814,8.75,0.002907,0.001453,0,0.001453,0,0,0,0.002907,0.001453,0,0,0,0,0,0,0,0,0,0,0.001453,0.006135,0.006135,0.005814,0.402082,19.953704,0.02521,0.035088,0.00436,0,0,0,0.006135,0.001453,0,0.001453,0.006135,0,0,0,0,0,0,0,0,0.002907,0.001453,0.002907,0.002907,0.007267,0,0,0,0,0,0,0,0,0.001453,0,0,0.001453,0.001453,0.006135,0.043605,0.006135,0.001453,0,0.006135,0,0.070175,0.123457,0,0,0,0.002907,0,0,0.001453,0.001453,0,0.017544,0.001199,0,0,0,0.001453,0.001453,0.001453,0.004348,0.006135,0.004348,0.000297,0.000297,0,0,0,0.001453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.00436,0,0,0,0,Amtrix
3.875,0,-0.979632,0.008535,0.007112,0.007112,0.002845,0.001422,0.001422,0.001422,0.001422,0,2.727273,0,0,0,0.004267,2.5,0.002845,0.020576,0.025168,0.001422,0,0.00569,0,0,0.007112,0.024182,0.001422,0.00569,0.00569,0.005405,0,0.179974,0.188235,0.021337,0,0.001422,0.001422,0.001422,0.001422,0,0.005405,0,0.007112,0.001422,0,1,0.004267,0.004267,0,0.002845,0.041808,0.023529,0.00569,0.00569,0,0,0.005405,0,0.342246,21.271186,0,0,0.001422,0.001422,0.00569,0.00569,0,0.001422,0,0,0,0,0,0,0.00569,0.00569,0.001422,0,0,0.002845,0,0.018492,0.018492,0,0.040953,0.016461,0.016461,2,0.040953,1,0,0,0.001422,0.00569,0.00569,0,0,0,0.035562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001422,0.001422,0.001422,0.011765,0.000804,0,0,0.001422,0,0.001422,0.001422,0.004115,0.005405,0.004115,0.000281,0.000281,0,0,0.005405,0.001422,0,0,0,0,0,0,0.002845,0,0,0,0,0,0,0,0.021622,0,0,0,0.021622,0,0,0,0,0,0,0,7,0,0,0.011765,0.001422,2,0.033691,0.001422,0,0,2,1,3,0.011765,0.037567,0,0,0,0,0,0.010811,0.004267,0,0,0.001422,0.001422,0.001422,0.001422,0,0,0,0,0,0,0,0,0,0,0.005405,0.005405,0,0.005405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010811,0,0,0,0,0,0,0.005405,0.005405,0.005405,0.005405,0,0,0,0,0,0,0.005405,0.005405,0.005405,0.005405,0.001422,0.001422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a180285
6,6.5,0.145852,0,0,0,0,0,0,0,0,0,0,0,0,0.002538,0,0,0,0,0,0,0.007614,0,0.007614,0.015228,0.035533,0.007614,0,0,0,0.006098,0,0.049031,0.051282,0,0,0,0.002538,0,0.002538,0.010152,0.006098,0.002538,0,0.002538,0,0,0,0,0,0,0,0,0,0,0,0.006098,0.006098,0.010152,0.982497,24.623188,0.036846,0.051282,0,0,0,0,0.006098,0,0,0.002538,0.006098,0,0,0,0.015228,0.015228,0,0,0,0.002538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002538,0.018293,0,0,0.006098,0,0,0,0,0,0,0,0,0,0.002538,0.002538,0,0.025641,0.001753,0,0,0,0,0.002538,0.002538,0.005236,0.006098,0.005236,0.000358,0.000358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ankorol
