feature7201,feature7172,feature1304,feature2879,feature2058,feature295,feature383,feature4704,feature2976,feature6731,feature4461,feature4866,feature7276,feature5257,feature4747,feature2395,feature2969,feature1299,feature3872,feature2657,feature2848,feature6732,feature2684,feature6083,feature1194,feature6528,feature2910,feature4980,feature526,feature946,feature6409,feature2209,feature1011,feature4970,feature7075,feature1755,feature2841,feature2862,feature6387,feature6205,feature4634,feature3243,feature5022,feature705,feature4976,feature5873,feature456,feature3593,feature5601,feature2667,feature6026,feature6040,feature5837,feature4005,feature5010,feature6294,feature191,feature1436,feature2236,feature5491,feature5518,feature5336,feature6582,feature4043,feature4902,feature1059,feature2909,feature3360,feature5539,feature7032,feature1670,feature3563,feature4584,feature2445,feature6913,feature2541,feature1551,feature3778,feature5122,feature3818,feature3173,feature5564,feature697,feature7167,feature192,feature1174,feature1874,feature6626,feature1128,feature1383,feature1072,feature6569,feature4119,feature4960,feature3021,feature520,feature275,feature72,feature3441,feature2149,feature2004,feature3972,feature5597,feature3206,feature2368,feature7420,feature5200,feature4977,feature5985,feature1765,feature5181,feature453,feature5298,feature5541,feature6001,feature2865,feature7343,feature4483,feature4224,feature5207,feature891,feature5134,feature4869,feature208,feature6857,feature6129,feature5367,feature2170,feature7043,feature1681,feature6881,feature5445,feature6478,feature7218,feature5342,feature5705,feature6232,feature7193,feature6796,feature794,feature5635,feature2874,feature2270,feature6742,feature2697,feature6800,feature5373,feature1942,feature1534,feature3885,feature988,feature2214,feature6064,feature182,feature4975,feature4865,feature532,feature4244,feature4032,feature4438,feature130,feature4592,feature180,feature4650,feature123,feature168,feature2677,feature2681,feature2481,feature22,feature445,feature4757,feature1295,feature2733,feature6046,feature6463,feature2326,feature3219,feature1312,feature1835,feature3561,feature2674,feature6022,feature5486,feature2723,feature3379,feature19,feature5316,feature1301,feature5543,feature5487,feature3435,feature4397,feature4716,feature3315,feature1069,feature152,feature6522,feature1099,feature1248,feature2549,feature193,feature2145,feature2791,feature5937,feature2994,feature7403,feature2473,feature1805,feature558,feature5035,feature4929,feature2196,feature5668,feature5056,feature3644,feature6539,feature1330,feature3392,feature4895,feature4819,class
0,6.5,-1.226753,0,0,0.006689,0.003344,0.003344,0.003344,0.003344,0.003344,0,0,0,0,0,0.006689,0,0.013378,0,0,0,0,0.003344,0.003344,0,0,0,0,0,0,0,0,0.006689,0,0,0.003344,0,0,0.003344,0,0,0.010033,0.003344,0,0,0,0,0,0,0,0,0,0.003344,0.013378,0.268204,22.717391,0.285714,-0.111331,0,0.003344,0,0,0.003344,0,0,0.003344,0,0.076923,0,0,0,0,0,0,0.076923,0.013378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344,0.113712,0.003344,0.003344,0,0,0,0,0.003344,0,0,0.003344,0,0.00809,0.142857,0,0.003344,0,0.003344,0.001089,0.019231,0.000947,0.019231,0,0,0.003344,0,0,0,0,0,0,0,0,0,0.003344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010033,0,0,0,Amtrix
6,6.5,-0.819441,0,0,0,0,0,0,0,0,0,0,0,0,0.002967,0,0,0,0,0,0,0.002967,0,0.008902,0.002967,0.014837,0.008902,0,0,0.002967,-0.035018,0.04878,0,0,0,0,0,0,0.086053,0.002967,0,0,0.002967,0,0,0,0,0,0,0,0,0,0.002967,0.011869,0.40684,18.936508,0.04878,-0.019008,0,0,0,0,0,0,0,0.002967,0,0.0625,0,0,0,0,0,0,0.0625,0.005935,0,0.002967,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.008902,0,0,0,0,0,0,0,0,0,0.002967,0,0.001381,0.02439,0,0,0,0.002967,0.000275,0.004854,0.000239,0.004854,0,0,0,0,0,0,0,0.002967,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0.089948,0.02439,0,0.002967,0,0,0,0,0,0,0.02439,0.076721,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ants
3.875,0,-1.13015,0.008633,0.007194,0.004317,0.001439,0.002878,0.001439,0.002878,0,2.727273,0.065789,0,0,0,0.001439,2.5,0.004317,0.027027,0.000381,0.001439,0,0.001439,0,0,0.005755,0.02446,0.001439,0.005755,0,-0.182315,0.253968,0.015827,0,0.001439,0.001439,0.001439,0.052632,0.001439,0,0,0.007194,0.001439,0,0.039474,1,0.004317,0,0.025887,0.031746,0.002878,0.005755,0,0,0.303759,21.495868,0,0,0.001439,0.001439,0.007194,0.052632,0.001439,0,0.065789,0.001439,0.052632,0.013158,0,0,0.005755,0.052632,0.001439,0,0.013158,0.002878,0,0.018705,0,0.171053,2,0.02056,0.021622,0.018684,0.021622,1,0,0,0.001439,0.005755,0,0,0.03741,0,0.001439,0,0,0,0,0,0,0,0.001439,0.001439,0.000899,0.015873,0,0.001439,0,0.001439,0.000306,0.005405,0.000266,0.005405,0,0,0.001439,0,0,0,0,0,0,0.004317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873,0.001439,2,0.037017,0.001439,0,0,1,3,2,0,0,0,0,0,0,0,0.001439,0.001439,0.001439,0.001439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001439,0,0.001439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001439,0,0,0,0,a180285
0,5,-2.320604,0.00678,0,0,0,0,0,0,0.00339,0,0,1,-3.753418,0,0.00339,0,0.010169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339,0,0.00339,0,0.00339,0,0,0,0.00339,0,0.00339,0,0,0,0,0,0,0,0,0,0.00339,0.016949,0.122186,24.928571,0.3,-0.116898,0,0.00339,0.00339,0,0,0,0.052632,0,0,0.052632,0,0,0,0,0,0,0.052632,0.013559,0.00339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033898,0,0.00339,0,0,0,0,0,0,0,0.00339,0,0.005663,0.1,0,0,0,0.00339,0.001348,0.02381,0.001172,0.02381,0,0,0,0,0,0,0,0,0,0,0.00339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a9108
0,4.5,-1.802253,0.017778,0,0.008889,0.004444,0.004444,0.004444,0.004444,0.004444,0,0,1,-2.952825,0,0.013333,0,0.008889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333,0.206049,22,0.285714,-0.111331,0,0,0,0,0,0,0,0.004444,0,0.066667,0,0,0,0,0,0,0.066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084444,0,0.004444,0,0,0,0,0.004444,0,0,0.004444,0,0.00809,0.142857,0,0,0,0.004444,0.002697,0.047619,0.002345,0.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abcsampson
0,0,-2.592477,0.001984,0,0.001984,0,0.001984,0,0.001984,0.003968,0,0,1,-3.160982,0,0,0,0.003968,0,0,0,0,0.001984,0,0,0,0,0.001984,0,0,0,0,0.001984,0,0.001984,0.001984,0.001984,0,0.001984,0,0.003968,0,0.001984,0.003968,0,0,0,0,0,0,0,0,0.003968,0,0.112833,23.311688,0,0,0,0.001984,0.001984,0,0.001984,0,0.028571,0.001984,0,0.028571,0,0,0,0,0.001984,0,0.028571,0.005952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027778,0.001984,0.001984,0.001984,0,0,0,0,0,0,0.001984,0,0.00149,0.026316,0,0,0,0.001984,0.000341,0.006024,0.000297,0.006024,0,0,0,0,0.001984,0,0.001984,0,0,0,0.001984,0,0.001984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acrush
4.5,2,-2.092971,0.015679,0.003484,0,0,0,0,0,0.001742,5,0.054054,0,0,0,0.003484,0,0,0.05,0.000706,0,0.001742,0,0,0.001742,0.003484,0.006969,0.001742,0.001742,0,-0.143573,0.2,0.003484,0,0,0.001742,0.001742,0.027027,0.001742,0.001742,0.001742,0,0.001742,0.015679,0.027027,1,0.001742,0,0,0,0,0.001742,0,0.003484,0.121771,28.679245,0.1,-0.038966,0,0.001742,0,0.027027,0,0,0,0.003484,0,0.027027,0,0,0.006969,0.108108,0,0,0.027027,0.013937,0,0.001742,0,0.027027,2,0.023773,0.025,0.021603,0.025,1,0.001742,0.003484,0.003484,0,0,0,0.034843,0,0,0,0,0,0,0,0,0,0.001742,0,0.005663,0.1,0,0,0,0.001742,0.001416,0.025,0.001231,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0.001742,0,0,0,0,0,0,0,0,0,0.003484,0,0,0,0,0,0,0,0,0,0,0,0.005226,0,0,0,0,0,0,0.001742,0,0,0,0,0,0.001742,0,2,0,0,0,0,0,0,0,0,0.1,0.190954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ahri
6,6,-2.165166,0,0,0.004032,0,0.004032,0,0.004032,0.004032,0,0,1,-2.896054,0,0.004032,0,0.004032,0,0,0,0,0.004032,0,0,0,0.012097,0,0,0,-0.042227,0.058824,0.004032,7,0,0,0,0,0.028226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024194,0.174535,22.189189,0.117647,-0.045842,0,0,0.004032,0,0,0,0.041667,0.008065,0,0,0,0,0,0,0,0,0,0,0,0,0.008065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024194,0,0.004032,0,0.029412,0.047603,0,0,0.004032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alberist
6,6,-1.754855,0,0,0,0,0,0,0,0.005405,0,0,0,0,0,0.005405,0,0.005405,0,0,0,0,0,0,0,0,0.016216,0,0,0,-0.068368,0.095238,0.005405,0,0,0,0.005405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027,0.155756,22.26087,0.190476,-0.074221,0,0,0,0,0,0,0,0.016216,0,0,0,0,0,0,0,0,0,0,0,0.005405,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0.167568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alpc104
6,6.5,-0.97392,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.005,0,0.015,0.02,0.03,0.015,0,0,0.005,-0.159525,0.222222,0,0,0,0,0,0,0,0.005,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.02,0.373437,28.354839,0.222222,-0.086591,0,0,0,0,0,0,0,0.005,0,0.066667,0,0,0,0,0,0,0.066667,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.005,0,0.006292,0.111111,0,0,0,0.005,0.001231,0.021739,0.00107,0.021739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ankorol
